region_bld,region_gea,urt,arch,material,year,value
C-EEU-POL,EEU,rur,sfh,brick,2020,693.3333333333334
C-EEU-POL,EEU,rur,sfh,brick,2025,693.3333333333334
C-EEU-POL,EEU,rur,sfh,brick,2030,686.7362666666668
C-EEU-POL,EEU,rur,sfh,brick,2035,671.0048
C-EEU-POL,EEU,rur,sfh,brick,2040,652.2285333333334
C-EEU-POL,EEU,rur,sfh,brick,2045,636.4970666666667
C-EEU-POL,EEU,rur,sfh,brick,2050,629.9
C-EEU-POL,EEU,rur,sfh,brick,2055,629.9
C-EEU-POL,EEU,rur,sfh,brick,2060,629.9
C-EEU-POL,EEU,rur,sfh,brick,2065,629.9
C-EEU-POL,EEU,rur,sfh,brick,2070,629.9
C-EEU-POL,EEU,rur,sfh,brick,2075,629.9
C-EEU-POL,EEU,rur,sfh,brick,2080,629.9
C-EEU-POL,EEU,rur,sfh,brick,2085,629.9
C-EEU-POL,EEU,rur,sfh,brick,2090,629.9
C-EEU-POL,EEU,rur,sfh,brick,2095,629.9
C-EEU-POL,EEU,rur,sfh,brick,2100,629.9
C-EEU-POL,EEU,rur,sfh,concrete,2020,621.11978466898
C-EEU-POL,EEU,rur,sfh,concrete,2025,621.11978466898
C-EEU-POL,EEU,rur,sfh,concrete,2030,615.8145389084226
C-EEU-POL,EEU,rur,sfh,concrete,2035,603.1635682486318
C-EEU-POL,EEU,rur,sfh,concrete,2040,588.0640226224301
C-EEU-POL,EEU,rur,sfh,concrete,2045,575.4130519626393
C-EEU-POL,EEU,rur,sfh,concrete,2050,570.107806202082
C-EEU-POL,EEU,rur,sfh,concrete,2055,570.107806202082
C-EEU-POL,EEU,rur,sfh,concrete,2060,570.107806202082
C-EEU-POL,EEU,rur,sfh,concrete,2065,570.107806202082
C-EEU-POL,EEU,rur,sfh,concrete,2070,570.107806202082
C-EEU-POL,EEU,rur,sfh,concrete,2075,570.107806202082
C-EEU-POL,EEU,rur,sfh,concrete,2080,570.107806202082
C-EEU-POL,EEU,rur,sfh,concrete,2085,570.107806202082
C-EEU-POL,EEU,rur,sfh,concrete,2090,570.107806202082
C-EEU-POL,EEU,rur,sfh,concrete,2095,570.107806202082
C-EEU-POL,EEU,rur,sfh,concrete,2100,570.107806202082
C-EEU-POL,EEU,rur,sfh,copper,2020,0.182895495
C-EEU-POL,EEU,rur,sfh,copper,2025,0.182895495
C-EEU-POL,EEU,rur,sfh,copper,2030,0.18289549500000002
C-EEU-POL,EEU,rur,sfh,copper,2035,0.18289549499999996
C-EEU-POL,EEU,rur,sfh,copper,2040,0.18289549500000002
C-EEU-POL,EEU,rur,sfh,copper,2045,0.182895495
C-EEU-POL,EEU,rur,sfh,copper,2050,0.182895495
C-EEU-POL,EEU,rur,sfh,copper,2055,0.182895495
C-EEU-POL,EEU,rur,sfh,copper,2060,0.182895495
C-EEU-POL,EEU,rur,sfh,copper,2065,0.182895495
C-EEU-POL,EEU,rur,sfh,copper,2070,0.182895495
C-EEU-POL,EEU,rur,sfh,copper,2075,0.182895495
C-EEU-POL,EEU,rur,sfh,copper,2080,0.182895495
C-EEU-POL,EEU,rur,sfh,copper,2085,0.182895495
C-EEU-POL,EEU,rur,sfh,copper,2090,0.182895495
C-EEU-POL,EEU,rur,sfh,copper,2095,0.182895495
C-EEU-POL,EEU,rur,sfh,copper,2100,0.182895495
C-EEU-POL,EEU,rur,sfh,glass,2020,5.78634356181975
C-EEU-POL,EEU,rur,sfh,glass,2025,5.78634356181975
C-EEU-POL,EEU,rur,sfh,glass,2030,5.758187272153625
C-EEU-POL,EEU,rur,sfh,glass,2035,5.691045350642095
C-EEU-POL,EEU,rur,sfh,glass,2040,5.610908218515431
C-EEU-POL,EEU,rur,sfh,glass,2045,5.5437662970039
C-EEU-POL,EEU,rur,sfh,glass,2050,5.515610007337775
C-EEU-POL,EEU,rur,sfh,glass,2055,5.515610007337775
C-EEU-POL,EEU,rur,sfh,glass,2060,5.515610007337775
C-EEU-POL,EEU,rur,sfh,glass,2065,5.515610007337775
C-EEU-POL,EEU,rur,sfh,glass,2070,5.515610007337775
C-EEU-POL,EEU,rur,sfh,glass,2075,5.515610007337775
C-EEU-POL,EEU,rur,sfh,glass,2080,5.515610007337775
C-EEU-POL,EEU,rur,sfh,glass,2085,5.515610007337775
C-EEU-POL,EEU,rur,sfh,glass,2090,5.515610007337775
C-EEU-POL,EEU,rur,sfh,glass,2095,5.515610007337775
C-EEU-POL,EEU,rur,sfh,glass,2100,5.515610007337775
C-EEU-POL,EEU,rur,sfh,steel,2020,10.4705702050764
C-EEU-POL,EEU,rur,sfh,steel,2025,10.4705702050764
C-EEU-POL,EEU,rur,sfh,steel,2030,10.423036274943607
C-EEU-POL,EEU,rur,sfh,steel,2035,10.309686133857712
C-EEU-POL,EEU,rur,sfh,steel,2040,10.17439725578745
C-EEU-POL,EEU,rur,sfh,steel,2045,10.061047114701555
C-EEU-POL,EEU,rur,sfh,steel,2050,10.01351318456876
C-EEU-POL,EEU,rur,sfh,steel,2055,10.01351318456876
C-EEU-POL,EEU,rur,sfh,steel,2060,10.01351318456876
C-EEU-POL,EEU,rur,sfh,steel,2065,10.01351318456876
C-EEU-POL,EEU,rur,sfh,steel,2070,10.01351318456876
C-EEU-POL,EEU,rur,sfh,steel,2075,10.01351318456876
C-EEU-POL,EEU,rur,sfh,steel,2080,10.01351318456876
C-EEU-POL,EEU,rur,sfh,steel,2085,10.01351318456876
C-EEU-POL,EEU,rur,sfh,steel,2090,10.01351318456876
C-EEU-POL,EEU,rur,sfh,steel,2095,10.01351318456876
C-EEU-POL,EEU,rur,sfh,steel,2100,10.01351318456876
C-EEU-POL,EEU,rur,sfh,wood,2020,39.2694378661344
C-EEU-POL,EEU,rur,sfh,wood,2025,39.2694378661344
C-EEU-POL,EEU,rur,sfh,wood,2030,39.6129557123266
C-EEU-POL,EEU,rur,sfh,wood,2035,40.432113653246475
C-EEU-POL,EEU,rur,sfh,wood,2040,41.40981829240889
C-EEU-POL,EEU,rur,sfh,wood,2045,42.22897623332876
C-EEU-POL,EEU,rur,sfh,wood,2050,42.572494079520965
C-EEU-POL,EEU,rur,sfh,wood,2055,42.572494079520965
C-EEU-POL,EEU,rur,sfh,wood,2060,42.572494079520965
C-EEU-POL,EEU,rur,sfh,wood,2065,42.572494079520965
C-EEU-POL,EEU,rur,sfh,wood,2070,42.572494079520965
C-EEU-POL,EEU,rur,sfh,wood,2075,42.572494079520965
C-EEU-POL,EEU,rur,sfh,wood,2080,42.572494079520965
C-EEU-POL,EEU,rur,sfh,wood,2085,42.572494079520965
C-EEU-POL,EEU,rur,sfh,wood,2090,42.572494079520965
C-EEU-POL,EEU,rur,sfh,wood,2095,42.572494079520965
C-EEU-POL,EEU,rur,sfh,wood,2100,42.572494079520965
C-EEU-POL,EEU,urb,mfh,aluminum,2020,0.49
C-EEU-POL,EEU,urb,mfh,aluminum,2025,0.49
C-EEU-POL,EEU,urb,mfh,aluminum,2030,0.49
C-EEU-POL,EEU,urb,mfh,aluminum,2035,0.49
C-EEU-POL,EEU,urb,mfh,aluminum,2040,0.49
C-EEU-POL,EEU,urb,mfh,aluminum,2045,0.49
C-EEU-POL,EEU,urb,mfh,aluminum,2050,0.49
C-EEU-POL,EEU,urb,mfh,aluminum,2055,0.49
C-EEU-POL,EEU,urb,mfh,aluminum,2060,0.49
C-EEU-POL,EEU,urb,mfh,aluminum,2065,0.49
C-EEU-POL,EEU,urb,mfh,aluminum,2070,0.49
C-EEU-POL,EEU,urb,mfh,aluminum,2075,0.49
C-EEU-POL,EEU,urb,mfh,aluminum,2080,0.49
C-EEU-POL,EEU,urb,mfh,aluminum,2085,0.49
C-EEU-POL,EEU,urb,mfh,aluminum,2090,0.49
C-EEU-POL,EEU,urb,mfh,aluminum,2095,0.49
C-EEU-POL,EEU,urb,mfh,aluminum,2100,0.49
C-EEU-POL,EEU,urb,mfh,brick,2020,257.375
C-EEU-POL,EEU,urb,mfh,brick,2025,257.375
C-EEU-POL,EEU,urb,mfh,brick,2030,255.61350000000002
C-EEU-POL,EEU,urb,mfh,brick,2035,251.413
C-EEU-POL,EEU,urb,mfh,brick,2040,246.39950000000002
C-EEU-POL,EEU,urb,mfh,brick,2045,242.199
C-EEU-POL,EEU,urb,mfh,brick,2050,240.43750000000003
C-EEU-POL,EEU,urb,mfh,brick,2055,240.43750000000003
C-EEU-POL,EEU,urb,mfh,brick,2060,240.43750000000003
C-EEU-POL,EEU,urb,mfh,brick,2065,240.43750000000003
C-EEU-POL,EEU,urb,mfh,brick,2070,240.43750000000003
C-EEU-POL,EEU,urb,mfh,brick,2075,240.43750000000003
C-EEU-POL,EEU,urb,mfh,brick,2080,240.43750000000003
C-EEU-POL,EEU,urb,mfh,brick,2085,240.43750000000003
C-EEU-POL,EEU,urb,mfh,brick,2090,240.43750000000003
C-EEU-POL,EEU,urb,mfh,brick,2095,240.43750000000003
C-EEU-POL,EEU,urb,mfh,brick,2100,240.43750000000003
C-EEU-POL,EEU,urb,mfh,concrete,2020,958.77563235
C-EEU-POL,EEU,urb,mfh,concrete,2025,958.77563235
C-EEU-POL,EEU,urb,mfh,concrete,2030,949.9348457735601
C-EEU-POL,EEU,urb,mfh,concrete,2035,928.85297009128
C-EEU-POL,EEU,urb,mfh,concrete,2040,903.69073137372
C-EEU-POL,EEU,urb,mfh,concrete,2045,882.60885569144
C-EEU-POL,EEU,urb,mfh,concrete,2050,873.768069115
C-EEU-POL,EEU,urb,mfh,concrete,2055,873.768069115
C-EEU-POL,EEU,urb,mfh,concrete,2060,873.768069115
C-EEU-POL,EEU,urb,mfh,concrete,2065,873.768069115
C-EEU-POL,EEU,urb,mfh,concrete,2070,873.768069115
C-EEU-POL,EEU,urb,mfh,concrete,2075,873.768069115
C-EEU-POL,EEU,urb,mfh,concrete,2080,873.768069115
C-EEU-POL,EEU,urb,mfh,concrete,2085,873.768069115
C-EEU-POL,EEU,urb,mfh,concrete,2090,873.768069115
C-EEU-POL,EEU,urb,mfh,concrete,2095,873.768069115
C-EEU-POL,EEU,urb,mfh,concrete,2100,873.768069115
C-EEU-POL,EEU,urb,mfh,copper,2020,0.182895495
C-EEU-POL,EEU,urb,mfh,copper,2025,0.182895495
C-EEU-POL,EEU,urb,mfh,copper,2030,0.18289549500000002
C-EEU-POL,EEU,urb,mfh,copper,2035,0.18289549499999996
C-EEU-POL,EEU,urb,mfh,copper,2040,0.18289549500000002
C-EEU-POL,EEU,urb,mfh,copper,2045,0.182895495
C-EEU-POL,EEU,urb,mfh,copper,2050,0.182895495
C-EEU-POL,EEU,urb,mfh,copper,2055,0.182895495
C-EEU-POL,EEU,urb,mfh,copper,2060,0.182895495
C-EEU-POL,EEU,urb,mfh,copper,2065,0.182895495
C-EEU-POL,EEU,urb,mfh,copper,2070,0.182895495
C-EEU-POL,EEU,urb,mfh,copper,2075,0.182895495
C-EEU-POL,EEU,urb,mfh,copper,2080,0.182895495
C-EEU-POL,EEU,urb,mfh,copper,2085,0.182895495
C-EEU-POL,EEU,urb,mfh,copper,2090,0.182895495
C-EEU-POL,EEU,urb,mfh,copper,2095,0.182895495
C-EEU-POL,EEU,urb,mfh,copper,2100,0.182895495
C-EEU-POL,EEU,urb,mfh,glass,2020,3
C-EEU-POL,EEU,urb,mfh,glass,2025,3
C-EEU-POL,EEU,urb,mfh,glass,2030,3.0103999999999997
C-EEU-POL,EEU,urb,mfh,glass,2035,3.0352
C-EEU-POL,EEU,urb,mfh,glass,2040,3.0648
C-EEU-POL,EEU,urb,mfh,glass,2045,3.0896
C-EEU-POL,EEU,urb,mfh,glass,2050,3.1
C-EEU-POL,EEU,urb,mfh,glass,2055,3.1
C-EEU-POL,EEU,urb,mfh,glass,2060,3.1
C-EEU-POL,EEU,urb,mfh,glass,2065,3.1
C-EEU-POL,EEU,urb,mfh,glass,2070,3.1
C-EEU-POL,EEU,urb,mfh,glass,2075,3.1
C-EEU-POL,EEU,urb,mfh,glass,2080,3.1
C-EEU-POL,EEU,urb,mfh,glass,2085,3.1
C-EEU-POL,EEU,urb,mfh,glass,2090,3.1
C-EEU-POL,EEU,urb,mfh,glass,2095,3.1
C-EEU-POL,EEU,urb,mfh,glass,2100,3.1
C-EEU-POL,EEU,urb,mfh,steel,2020,52.60229133
C-EEU-POL,EEU,urb,mfh,steel,2025,52.60229133
C-EEU-POL,EEU,urb,mfh,steel,2030,52.104107500168
C-EEU-POL,EEU,urb,mfh,steel,2035,50.91613067518399
C-EEU-POL,EEU,urb,mfh,steel,2040,49.498222851816
C-EEU-POL,EEU,urb,mfh,steel,2045,48.310246026832004
C-EEU-POL,EEU,urb,mfh,steel,2050,47.812062197
C-EEU-POL,EEU,urb,mfh,steel,2055,47.812062197
C-EEU-POL,EEU,urb,mfh,steel,2060,47.812062197
C-EEU-POL,EEU,urb,mfh,steel,2065,47.812062197
C-EEU-POL,EEU,urb,mfh,steel,2070,47.812062197
C-EEU-POL,EEU,urb,mfh,steel,2075,47.812062197
C-EEU-POL,EEU,urb,mfh,steel,2080,47.812062197
C-EEU-POL,EEU,urb,mfh,steel,2085,47.812062197
C-EEU-POL,EEU,urb,mfh,steel,2090,47.812062197
C-EEU-POL,EEU,urb,mfh,steel,2095,47.812062197
C-EEU-POL,EEU,urb,mfh,steel,2100,47.812062197
C-EEU-POL,EEU,urb,mfh,wood,2020,19
C-EEU-POL,EEU,urb,mfh,wood,2025,19
C-EEU-POL,EEU,urb,mfh,wood,2030,20.076400000000003
C-EEU-POL,EEU,urb,mfh,wood,2035,22.6432
C-EEU-POL,EEU,urb,mfh,wood,2040,25.7068
C-EEU-POL,EEU,urb,mfh,wood,2045,28.273600000000002
C-EEU-POL,EEU,urb,mfh,wood,2050,29.35
C-EEU-POL,EEU,urb,mfh,wood,2055,29.35
C-EEU-POL,EEU,urb,mfh,wood,2060,29.35
C-EEU-POL,EEU,urb,mfh,wood,2065,29.35
C-EEU-POL,EEU,urb,mfh,wood,2070,29.35
C-EEU-POL,EEU,urb,mfh,wood,2075,29.35
C-EEU-POL,EEU,urb,mfh,wood,2080,29.35
C-EEU-POL,EEU,urb,mfh,wood,2085,29.35
C-EEU-POL,EEU,urb,mfh,wood,2090,29.35
C-EEU-POL,EEU,urb,mfh,wood,2095,29.35
C-EEU-POL,EEU,urb,mfh,wood,2100,29.35
C-EEU-POL,EEU,urb,sfh,aluminum,2020,0.49
C-EEU-POL,EEU,urb,sfh,aluminum,2025,0.49
C-EEU-POL,EEU,urb,sfh,aluminum,2030,0.49
C-EEU-POL,EEU,urb,sfh,aluminum,2035,0.49
C-EEU-POL,EEU,urb,sfh,aluminum,2040,0.49
C-EEU-POL,EEU,urb,sfh,aluminum,2045,0.49
C-EEU-POL,EEU,urb,sfh,aluminum,2050,0.49
C-EEU-POL,EEU,urb,sfh,aluminum,2055,0.49
C-EEU-POL,EEU,urb,sfh,aluminum,2060,0.49
C-EEU-POL,EEU,urb,sfh,aluminum,2065,0.49
C-EEU-POL,EEU,urb,sfh,aluminum,2070,0.49
C-EEU-POL,EEU,urb,sfh,aluminum,2075,0.49
C-EEU-POL,EEU,urb,sfh,aluminum,2080,0.49
C-EEU-POL,EEU,urb,sfh,aluminum,2085,0.49
C-EEU-POL,EEU,urb,sfh,aluminum,2090,0.49
C-EEU-POL,EEU,urb,sfh,aluminum,2095,0.49
C-EEU-POL,EEU,urb,sfh,aluminum,2100,0.49
C-EEU-POL,EEU,urb,sfh,brick,2020,693.3333333333334
C-EEU-POL,EEU,urb,sfh,brick,2025,693.3333333333334
C-EEU-POL,EEU,urb,sfh,brick,2030,686.7362666666668
C-EEU-POL,EEU,urb,sfh,brick,2035,671.0048
C-EEU-POL,EEU,urb,sfh,brick,2040,652.2285333333334
C-EEU-POL,EEU,urb,sfh,brick,2045,636.4970666666667
C-EEU-POL,EEU,urb,sfh,brick,2050,629.9
C-EEU-POL,EEU,urb,sfh,brick,2055,629.9
C-EEU-POL,EEU,urb,sfh,brick,2060,629.9
C-EEU-POL,EEU,urb,sfh,brick,2065,629.9
C-EEU-POL,EEU,urb,sfh,brick,2070,629.9
C-EEU-POL,EEU,urb,sfh,brick,2075,629.9
C-EEU-POL,EEU,urb,sfh,brick,2080,629.9
C-EEU-POL,EEU,urb,sfh,brick,2085,629.9
C-EEU-POL,EEU,urb,sfh,brick,2090,629.9
C-EEU-POL,EEU,urb,sfh,brick,2095,629.9
C-EEU-POL,EEU,urb,sfh,brick,2100,629.9
C-EEU-POL,EEU,urb,sfh,concrete,2020,621.11978466898
C-EEU-POL,EEU,urb,sfh,concrete,2025,621.11978466898
C-EEU-POL,EEU,urb,sfh,concrete,2030,615.8145389084226
C-EEU-POL,EEU,urb,sfh,concrete,2035,603.1635682486318
C-EEU-POL,EEU,urb,sfh,concrete,2040,588.0640226224301
C-EEU-POL,EEU,urb,sfh,concrete,2045,575.4130519626393
C-EEU-POL,EEU,urb,sfh,concrete,2050,570.107806202082
C-EEU-POL,EEU,urb,sfh,concrete,2055,570.107806202082
C-EEU-POL,EEU,urb,sfh,concrete,2060,570.107806202082
C-EEU-POL,EEU,urb,sfh,concrete,2065,570.107806202082
C-EEU-POL,EEU,urb,sfh,concrete,2070,570.107806202082
C-EEU-POL,EEU,urb,sfh,concrete,2075,570.107806202082
C-EEU-POL,EEU,urb,sfh,concrete,2080,570.107806202082
C-EEU-POL,EEU,urb,sfh,concrete,2085,570.107806202082
C-EEU-POL,EEU,urb,sfh,concrete,2090,570.107806202082
C-EEU-POL,EEU,urb,sfh,concrete,2095,570.107806202082
C-EEU-POL,EEU,urb,sfh,concrete,2100,570.107806202082
C-EEU-POL,EEU,urb,sfh,copper,2020,0.182895495
C-EEU-POL,EEU,urb,sfh,copper,2025,0.182895495
C-EEU-POL,EEU,urb,sfh,copper,2030,0.18289549500000002
C-EEU-POL,EEU,urb,sfh,copper,2035,0.18289549499999996
C-EEU-POL,EEU,urb,sfh,copper,2040,0.18289549500000002
C-EEU-POL,EEU,urb,sfh,copper,2045,0.182895495
C-EEU-POL,EEU,urb,sfh,copper,2050,0.182895495
C-EEU-POL,EEU,urb,sfh,copper,2055,0.182895495
C-EEU-POL,EEU,urb,sfh,copper,2060,0.182895495
C-EEU-POL,EEU,urb,sfh,copper,2065,0.182895495
C-EEU-POL,EEU,urb,sfh,copper,2070,0.182895495
C-EEU-POL,EEU,urb,sfh,copper,2075,0.182895495
C-EEU-POL,EEU,urb,sfh,copper,2080,0.182895495
C-EEU-POL,EEU,urb,sfh,copper,2085,0.182895495
C-EEU-POL,EEU,urb,sfh,copper,2090,0.182895495
C-EEU-POL,EEU,urb,sfh,copper,2095,0.182895495
C-EEU-POL,EEU,urb,sfh,copper,2100,0.182895495
C-EEU-POL,EEU,urb,sfh,glass,2020,5.78634356181975
C-EEU-POL,EEU,urb,sfh,glass,2025,5.78634356181975
C-EEU-POL,EEU,urb,sfh,glass,2030,5.758187272153625
C-EEU-POL,EEU,urb,sfh,glass,2035,5.691045350642095
C-EEU-POL,EEU,urb,sfh,glass,2040,5.610908218515431
C-EEU-POL,EEU,urb,sfh,glass,2045,5.5437662970039
C-EEU-POL,EEU,urb,sfh,glass,2050,5.515610007337775
C-EEU-POL,EEU,urb,sfh,glass,2055,5.515610007337775
C-EEU-POL,EEU,urb,sfh,glass,2060,5.515610007337775
C-EEU-POL,EEU,urb,sfh,glass,2065,5.515610007337775
C-EEU-POL,EEU,urb,sfh,glass,2070,5.515610007337775
C-EEU-POL,EEU,urb,sfh,glass,2075,5.515610007337775
C-EEU-POL,EEU,urb,sfh,glass,2080,5.515610007337775
C-EEU-POL,EEU,urb,sfh,glass,2085,5.515610007337775
C-EEU-POL,EEU,urb,sfh,glass,2090,5.515610007337775
C-EEU-POL,EEU,urb,sfh,glass,2095,5.515610007337775
C-EEU-POL,EEU,urb,sfh,glass,2100,5.515610007337775
C-EEU-POL,EEU,urb,sfh,steel,2020,10.4705702050764
C-EEU-POL,EEU,urb,sfh,steel,2025,10.4705702050764
C-EEU-POL,EEU,urb,sfh,steel,2030,10.423036274943607
C-EEU-POL,EEU,urb,sfh,steel,2035,10.309686133857712
C-EEU-POL,EEU,urb,sfh,steel,2040,10.17439725578745
C-EEU-POL,EEU,urb,sfh,steel,2045,10.061047114701555
C-EEU-POL,EEU,urb,sfh,steel,2050,10.01351318456876
C-EEU-POL,EEU,urb,sfh,steel,2055,10.01351318456876
C-EEU-POL,EEU,urb,sfh,steel,2060,10.01351318456876
C-EEU-POL,EEU,urb,sfh,steel,2065,10.01351318456876
C-EEU-POL,EEU,urb,sfh,steel,2070,10.01351318456876
C-EEU-POL,EEU,urb,sfh,steel,2075,10.01351318456876
C-EEU-POL,EEU,urb,sfh,steel,2080,10.01351318456876
C-EEU-POL,EEU,urb,sfh,steel,2085,10.01351318456876
C-EEU-POL,EEU,urb,sfh,steel,2090,10.01351318456876
C-EEU-POL,EEU,urb,sfh,steel,2095,10.01351318456876
C-EEU-POL,EEU,urb,sfh,steel,2100,10.01351318456876
C-EEU-POL,EEU,urb,sfh,wood,2020,39.2694378661344
C-EEU-POL,EEU,urb,sfh,wood,2025,39.2694378661344
C-EEU-POL,EEU,urb,sfh,wood,2030,39.6129557123266
C-EEU-POL,EEU,urb,sfh,wood,2035,40.432113653246475
C-EEU-POL,EEU,urb,sfh,wood,2040,41.40981829240889
C-EEU-POL,EEU,urb,sfh,wood,2045,42.22897623332876
C-EEU-POL,EEU,urb,sfh,wood,2050,42.572494079520965
C-EEU-POL,EEU,urb,sfh,wood,2055,42.572494079520965
C-EEU-POL,EEU,urb,sfh,wood,2060,42.572494079520965
C-EEU-POL,EEU,urb,sfh,wood,2065,42.572494079520965
C-EEU-POL,EEU,urb,sfh,wood,2070,42.572494079520965
C-EEU-POL,EEU,urb,sfh,wood,2075,42.572494079520965
C-EEU-POL,EEU,urb,sfh,wood,2080,42.572494079520965
C-EEU-POL,EEU,urb,sfh,wood,2085,42.572494079520965
C-EEU-POL,EEU,urb,sfh,wood,2090,42.572494079520965
C-EEU-POL,EEU,urb,sfh,wood,2095,42.572494079520965
C-EEU-POL,EEU,urb,sfh,wood,2100,42.572494079520965
C-EEU-ROU,EEU,rur,mfh,aluminum,2020,0.49
C-EEU-ROU,EEU,rur,mfh,aluminum,2025,0.49
C-EEU-ROU,EEU,rur,mfh,aluminum,2030,0.49
C-EEU-ROU,EEU,rur,mfh,aluminum,2035,0.49
C-EEU-ROU,EEU,rur,mfh,aluminum,2040,0.49
C-EEU-ROU,EEU,rur,mfh,aluminum,2045,0.49
C-EEU-ROU,EEU,rur,mfh,aluminum,2050,0.49
C-EEU-ROU,EEU,rur,mfh,aluminum,2055,0.49
C-EEU-ROU,EEU,rur,mfh,aluminum,2060,0.49
C-EEU-ROU,EEU,rur,mfh,aluminum,2065,0.49
C-EEU-ROU,EEU,rur,mfh,aluminum,2070,0.49
C-EEU-ROU,EEU,rur,mfh,aluminum,2075,0.49
C-EEU-ROU,EEU,rur,mfh,aluminum,2080,0.49
C-EEU-ROU,EEU,rur,mfh,aluminum,2085,0.49
C-EEU-ROU,EEU,rur,mfh,aluminum,2090,0.49
C-EEU-ROU,EEU,rur,mfh,aluminum,2095,0.49
C-EEU-ROU,EEU,rur,mfh,aluminum,2100,0.49
C-EEU-ROU,EEU,rur,mfh,brick,2020,257.375
C-EEU-ROU,EEU,rur,mfh,brick,2025,257.375
C-EEU-ROU,EEU,rur,mfh,brick,2030,255.61350000000002
C-EEU-ROU,EEU,rur,mfh,brick,2035,251.413
C-EEU-ROU,EEU,rur,mfh,brick,2040,246.39950000000002
C-EEU-ROU,EEU,rur,mfh,brick,2045,242.199
C-EEU-ROU,EEU,rur,mfh,brick,2050,240.43750000000003
C-EEU-ROU,EEU,rur,mfh,brick,2055,240.43750000000003
C-EEU-ROU,EEU,rur,mfh,brick,2060,240.43750000000003
C-EEU-ROU,EEU,rur,mfh,brick,2065,240.43750000000003
C-EEU-ROU,EEU,rur,mfh,brick,2070,240.43750000000003
C-EEU-ROU,EEU,rur,mfh,brick,2075,240.43750000000003
C-EEU-ROU,EEU,rur,mfh,brick,2080,240.43750000000003
C-EEU-ROU,EEU,rur,mfh,brick,2085,240.43750000000003
C-EEU-ROU,EEU,rur,mfh,brick,2090,240.43750000000003
C-EEU-ROU,EEU,rur,mfh,brick,2095,240.43750000000003
C-EEU-ROU,EEU,rur,mfh,brick,2100,240.43750000000003
C-EEU-ROU,EEU,rur,mfh,concrete,2020,961.2234494
C-EEU-ROU,EEU,rur,mfh,concrete,2025,961.2234494
C-EEU-ROU,EEU,rur,mfh,concrete,2030,952.3572055262401
C-EEU-ROU,EEU,rur,mfh,concrete,2035,931.21462398112
C-EEU-ROU,EEU,rur,mfh,concrete,2040,905.9799298788801
C-EEU-ROU,EEU,rur,mfh,concrete,2045,884.83734833376
C-EEU-ROU,EEU,rur,mfh,concrete,2050,875.9711044600001
C-EEU-ROU,EEU,rur,mfh,concrete,2055,875.9711044600001
C-EEU-ROU,EEU,rur,mfh,concrete,2060,875.9711044600001
C-EEU-ROU,EEU,rur,mfh,concrete,2065,875.9711044600001
C-EEU-ROU,EEU,rur,mfh,concrete,2070,875.9711044600001
C-EEU-ROU,EEU,rur,mfh,concrete,2075,875.9711044600001
C-EEU-ROU,EEU,rur,mfh,concrete,2080,875.9711044600001
C-EEU-ROU,EEU,rur,mfh,concrete,2085,875.9711044600001
C-EEU-ROU,EEU,rur,mfh,concrete,2090,875.9711044600001
C-EEU-ROU,EEU,rur,mfh,concrete,2095,875.9711044600001
C-EEU-ROU,EEU,rur,mfh,concrete,2100,875.9711044600001
C-EEU-ROU,EEU,rur,mfh,copper,2020,0.182895495
C-EEU-ROU,EEU,rur,mfh,copper,2025,0.182895495
C-EEU-ROU,EEU,rur,mfh,copper,2030,0.18289549500000002
C-EEU-ROU,EEU,rur,mfh,copper,2035,0.18289549499999996
C-EEU-ROU,EEU,rur,mfh,copper,2040,0.18289549500000002
C-EEU-ROU,EEU,rur,mfh,copper,2045,0.182895495
C-EEU-ROU,EEU,rur,mfh,copper,2050,0.182895495
C-EEU-ROU,EEU,rur,mfh,copper,2055,0.182895495
C-EEU-ROU,EEU,rur,mfh,copper,2060,0.182895495
C-EEU-ROU,EEU,rur,mfh,copper,2065,0.182895495
C-EEU-ROU,EEU,rur,mfh,copper,2070,0.182895495
C-EEU-ROU,EEU,rur,mfh,copper,2075,0.182895495
C-EEU-ROU,EEU,rur,mfh,copper,2080,0.182895495
C-EEU-ROU,EEU,rur,mfh,copper,2085,0.182895495
C-EEU-ROU,EEU,rur,mfh,copper,2090,0.182895495
C-EEU-ROU,EEU,rur,mfh,copper,2095,0.182895495
C-EEU-ROU,EEU,rur,mfh,copper,2100,0.182895495
C-EEU-ROU,EEU,rur,mfh,glass,2020,3
C-EEU-ROU,EEU,rur,mfh,glass,2025,3
C-EEU-ROU,EEU,rur,mfh,glass,2030,3.0103999999999997
C-EEU-ROU,EEU,rur,mfh,glass,2035,3.0352
C-EEU-ROU,EEU,rur,mfh,glass,2040,3.0648
C-EEU-ROU,EEU,rur,mfh,glass,2045,3.0896
C-EEU-ROU,EEU,rur,mfh,glass,2050,3.1
C-EEU-ROU,EEU,rur,mfh,glass,2055,3.1
C-EEU-ROU,EEU,rur,mfh,glass,2060,3.1
C-EEU-ROU,EEU,rur,mfh,glass,2065,3.1
C-EEU-ROU,EEU,rur,mfh,glass,2070,3.1
C-EEU-ROU,EEU,rur,mfh,glass,2075,3.1
C-EEU-ROU,EEU,rur,mfh,glass,2080,3.1
C-EEU-ROU,EEU,rur,mfh,glass,2085,3.1
C-EEU-ROU,EEU,rur,mfh,glass,2090,3.1
C-EEU-ROU,EEU,rur,mfh,glass,2095,3.1
