eneff,region_gea,ssp,fuel_heat,y2015,y2020,y2025,y2030,y2035,y2040,y2045,y2050,y2055,y2060,y2065,y2070,y2075,y2080,y2085,y2090,y2095,y2100
ns,EEU,SSP1,coal,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
ns,EEU,SSP1,district_heat,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
ns,EEU,SSP1,electricity,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ns,EEU,SSP1,gas,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
ns,EEU,SSP1,oil,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
s1,EEU,SSP1,biomass_solid,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
s1,EEU,SSP1,coal,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
s1,EEU,SSP1,district_heat,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
s1,EEU,SSP1,electricity,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
s1,EEU,SSP1,gas,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
s1,EEU,SSP1,oil,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
s2,EEU,SSP1,biomass_solid,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
s2,EEU,SSP1,coal,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
s2,EEU,SSP1,district_heat,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
s2,EEU,SSP1,electricity,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
s2,EEU,SSP1,gas,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
s2,EEU,SSP1,oil,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
s3,EEU,SSP1,biomass_solid,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
s3,EEU,SSP1,coal,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
s3,EEU,SSP1,district_heat,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
s3,EEU,SSP1,electricity,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
s3,EEU,SSP1,gas,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
s3,EEU,SSP1,oil,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
s51_std,EEU,SSP1,biomass_solid,0.7,0.708823529,0.717647059,0.726470588,0.735294118,0.744117647,0.752941176,0.761764706,0.770588235,0.779411765,0.788235294,0.797058824,0.805882353,0.814705882,0.823529412,0.832352941,0.841176471,0.85
s51_std,EEU,SSP1,coal,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
s51_std,EEU,SSP1,district_heat,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
s51_std,EEU,SSP1,electricity,2.5,2.705882353,2.911764706,3.117647059,3.323529412,3.529411765,3.735294118,3.941176471,4.147058824,4.352941176,4.558823529,4.764705882,4.970588235,5.176470588,5.382352941,5.588235294,5.794117647,6
s51_std,EEU,SSP1,gas,0.75,0.758823529,0.767647059,0.776470588,0.785294118,0.794117647,0.802941176,0.811764706,0.820588235,0.829411765,0.838235294,0.847058824,0.855882353,0.864705882,0.873529412,0.882352941,0.891176471,0.9
s51_std,EEU,SSP1,oil,0.75,0.756470588,0.762941176,0.769411765,0.775882353,0.782352941,0.788823529,0.795294118,0.801764706,0.808235294,0.814705882,0.821176471,0.827647059,0.834117647,0.840588235,0.847058824,0.853529412,0.86
s52_low,EEU,SSP1,biomass_solid,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
s52_low,EEU,SSP1,coal,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
s52_low,EEU,SSP1,district_heat,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
s52_low,EEU,SSP1,electricity,2.7,2.894117647,3.088235294,3.282352941,3.476470588,3.670588235,3.864705882,4.058823529,4.252941176,4.447058824,4.641176471,4.835294118,5.029411765,5.223529412,5.417647059,5.611764706,5.805882353,6
s52_low,EEU,SSP1,gas,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
s52_low,EEU,SSP1,oil,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86
sr11_std,EEU,SSP1,biomass_solid,0.7,0.708823529,0.717647059,0.726470588,0.735294118,0.744117647,0.752941176,0.761764706,0.770588235,0.779411765,0.788235294,0.797058824,0.805882353,0.814705882,0.823529412,0.832352941,0.841176471,0.85
sr11_std,EEU,SSP1,coal,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
sr11_std,EEU,SSP1,district_heat,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
sr11_std,EEU,SSP1,electricity,2.5,2.705882353,2.911764706,3.117647059,3.323529412,3.529411765,3.735294118,3.941176471,4.147058824,4.352941176,4.558823529,4.764705882,4.970588235,5.176470588,5.382352941,5.588235294,5.794117647,6
sr11_std,EEU,SSP1,gas,0.75,0.758823529,0.767647059,0.776470588,0.785294118,0.794117647,0.802941176,0.811764706,0.820588235,0.829411765,0.838235294,0.847058824,0.855882353,0.864705882,0.873529412,0.882352941,0.891176471,0.9
sr11_std,EEU,SSP1,oil,0.75,0.756470588,0.762941176,0.769411765,0.775882353,0.782352941,0.788823529,0.795294118,0.801764706,0.808235294,0.814705882,0.821176471,0.827647059,0.834117647,0.840588235,0.847058824,0.853529412,0.86
sr12_low,EEU,SSP1,biomass_solid,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
sr12_low,EEU,SSP1,coal,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
sr12_low,EEU,SSP1,district_heat,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
sr12_low,EEU,SSP1,electricity,2.7,2.894117647,3.088235294,3.282352941,3.476470588,3.670588235,3.864705882,4.058823529,4.252941176,4.447058824,4.641176471,4.835294118,5.029411765,5.223529412,5.417647059,5.611764706,5.805882353,6
sr12_low,EEU,SSP1,gas,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
sr12_low,EEU,SSP1,oil,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86
sr21_std,EEU,SSP1,biomass_solid,0.7,0.708823529,0.717647059,0.726470588,0.735294118,0.744117647,0.752941176,0.761764706,0.770588235,0.779411765,0.788235294,0.797058824,0.805882353,0.814705882,0.823529412,0.832352941,0.841176471,0.85
sr21_std,EEU,SSP1,coal,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
sr21_std,EEU,SSP1,district_heat,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
sr21_std,EEU,SSP1,electricity,2.5,2.705882353,2.911764706,3.117647059,3.323529412,3.529411765,3.735294118,3.941176471,4.147058824,4.352941176,4.558823529,4.764705882,4.970588235,5.176470588,5.382352941,5.588235294,5.794117647,6
sr21_std,EEU,SSP1,gas,0.75,0.758823529,0.767647059,0.776470588,0.785294118,0.794117647,0.802941176,0.811764706,0.820588235,0.829411765,0.838235294,0.847058824,0.855882353,0.864705882,0.873529412,0.882352941,0.891176471,0.9
sr21_std,EEU,SSP1,oil,0.75,0.756470588,0.762941176,0.769411765,0.775882353,0.782352941,0.788823529,0.795294118,0.801764706,0.808235294,0.814705882,0.821176471,0.827647059,0.834117647,0.840588235,0.847058824,0.853529412,0.86
sr22_low,EEU,SSP1,biomass_solid,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
sr22_low,EEU,SSP1,coal,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
sr22_low,EEU,SSP1,district_heat,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
sr22_low,EEU,SSP1,electricity,2.7,2.894117647,3.088235294,3.282352941,3.476470588,3.670588235,3.864705882,4.058823529,4.252941176,4.447058824,4.641176471,4.835294118,5.029411765,5.223529412,5.417647059,5.611764706,5.805882353,6
sr22_low,EEU,SSP1,gas,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
sr22_low,EEU,SSP1,oil,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86
sr31_std,EEU,SSP1,biomass_solid,0.7,0.708823529,0.717647059,0.726470588,0.735294118,0.744117647,0.752941176,0.761764706,0.770588235,0.779411765,0.788235294,0.797058824,0.805882353,0.814705882,0.823529412,0.832352941,0.841176471,0.85
sr31_std,EEU,SSP1,coal,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
sr31_std,EEU,SSP1,district_heat,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
sr31_std,EEU,SSP1,electricity,2.5,2.705882353,2.911764706,3.117647059,3.323529412,3.529411765,3.735294118,3.941176471,4.147058824,4.352941176,4.558823529,4.764705882,4.970588235,5.176470588,5.382352941,5.588235294,5.794117647,6
sr31_std,EEU,SSP1,gas,0.75,0.758823529,0.767647059,0.776470588,0.785294118,0.794117647,0.802941176,0.811764706,0.820588235,0.829411765,0.838235294,0.847058824,0.855882353,0.864705882,0.873529412,0.882352941,0.891176471,0.9
sr31_std,EEU,SSP1,oil,0.75,0.756470588,0.762941176,0.769411765,0.775882353,0.782352941,0.788823529,0.795294118,0.801764706,0.808235294,0.814705882,0.821176471,0.827647059,0.834117647,0.840588235,0.847058824,0.853529412,0.86
sr32_low,EEU,SSP1,biomass_solid,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
sr32_low,EEU,SSP1,coal,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
sr32_low,EEU,SSP1,district_heat,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
sr32_low,EEU,SSP1,electricity,2.7,2.894117647,3.088235294,3.282352941,3.476470588,3.670588235,3.864705882,4.058823529,4.252941176,4.447058824,4.641176471,4.835294118,5.029411765,5.223529412,5.417647059,5.611764706,5.805882353,6
sr32_low,EEU,SSP1,gas,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
sr32_low,EEU,SSP1,oil,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86
ns,FSU,SSP1,biomass_solid,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
ns,FSU,SSP1,coal,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
ns,FSU,SSP1,district_heat,0.8,0.810588235,0.821176471,0.831764706,0.842352941,0.852941176,0.863529412,0.874117647,0.884705882,0.895294118,0.905882353,0.916470588,0.927058824,0.937647059,0.948235294,0.958823529,0.969411765,0.98
ns,FSU,SSP1,electricity,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ns,FSU,SSP1,gas,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
ns,FSU,SSP1,oil,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
s1,FSU,SSP1,biomass_solid,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
s1,FSU,SSP1,coal,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
s1,FSU,SSP1,district_heat,0.8,0.810588235,0.821176471,0.831764706,0.842352941,0.852941176,0.863529412,0.874117647,0.884705882,0.895294118,0.905882353,0.916470588,0.927058824,0.937647059,0.948235294,0.958823529,0.969411765,0.98
s1,FSU,SSP1,electricity,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
s1,FSU,SSP1,gas,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
s1,FSU,SSP1,oil,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
s2,FSU,SSP1,biomass_solid,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
s2,FSU,SSP1,coal,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
s2,FSU,SSP1,district_heat,0.8,0.810588235,0.821176471,0.831764706,0.842352941,0.852941176,0.863529412,0.874117647,0.884705882,0.895294118,0.905882353,0.916470588,0.927058824,0.937647059,0.948235294,0.958823529,0.969411765,0.98
s2,FSU,SSP1,electricity,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
s2,FSU,SSP1,gas,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
s2,FSU,SSP1,oil,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
s3,FSU,SSP1,biomass_solid,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
s3,FSU,SSP1,coal,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
s3,FSU,SSP1,district_heat,0.8,0.810588235,0.821176471,0.831764706,0.842352941,0.852941176,0.863529412,0.874117647,0.884705882,0.895294118,0.905882353,0.916470588,0.927058824,0.937647059,0.948235294,0.958823529,0.969411765,0.98
s3,FSU,SSP1,electricity,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
s3,FSU,SSP1,gas,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
s3,FSU,SSP1,oil,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
s51_std,FSU,SSP1,biomass_solid,0.7,0.708823529,0.717647059,0.726470588,0.735294118,0.744117647,0.752941176,0.761764706,0.770588235,0.779411765,0.788235294,0.797058824,0.805882353,0.814705882,0.823529412,0.832352941,0.841176471,0.85
s51_std,FSU,SSP1,coal,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
s51_std,FSU,SSP1,district_heat,0.8,0.810588235,0.821176471,0.831764706,0.842352941,0.852941176,0.863529412,0.874117647,0.884705882,0.895294118,0.905882353,0.916470588,0.927058824,0.937647059,0.948235294,0.958823529,0.969411765,0.98
s51_std,FSU,SSP1,electricity,2.5,2.705882353,2.911764706,3.117647059,3.323529412,3.529411765,3.735294118,3.941176471,4.147058824,4.352941176,4.558823529,4.764705882,4.970588235,5.176470588,5.382352941,5.588235294,5.794117647,6
s51_std,FSU,SSP1,gas,0.75,0.758823529,0.767647059,0.776470588,0.785294118,0.794117647,0.802941176,0.811764706,0.820588235,0.829411765,0.838235294,0.847058824,0.855882353,0.864705882,0.873529412,0.882352941,0.891176471,0.9
s51_std,FSU,SSP1,oil,0.75,0.756470588,0.762941176,0.769411765,0.775882353,0.782352941,0.788823529,0.795294118,0.801764706,0.808235294,0.814705882,0.821176471,0.827647059,0.834117647,0.840588235,0.847058824,0.853529412,0.86
s52_low,FSU,SSP1,biomass_solid,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
s52_low,FSU,SSP1,coal,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
s52_low,FSU,SSP1,district_heat,0.8,0.810588235,0.821176471,0.831764706,0.842352941,0.852941176,0.863529412,0.874117647,0.884705882,0.895294118,0.905882353,0.916470588,0.927058824,0.937647059,0.948235294,0.958823529,0.969411765,0.98
s52_low,FSU,SSP1,electricity,2.7,2.894117647,3.088235294,3.282352941,3.476470588,3.670588235,3.864705882,4.058823529,4.252941176,4.447058824,4.641176471,4.835294118,5.029411765,5.223529412,5.417647059,5.611764706,5.805882353,6
s52_low,FSU,SSP1,gas,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
s52_low,FSU,SSP1,oil,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86
sr11_std,FSU,SSP1,biomass_solid,0.7,0.708823529,0.717647059,0.726470588,0.735294118,0.744117647,0.752941176,0.761764706,0.770588235,0.779411765,0.788235294,0.797058824,0.805882353,0.814705882,0.823529412,0.832352941,0.841176471,0.85
sr11_std,FSU,SSP1,coal,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
sr11_std,FSU,SSP1,district_heat,0.8,0.810588235,0.821176471,0.831764706,0.842352941,0.852941176,0.863529412,0.874117647,0.884705882,0.895294118,0.905882353,0.916470588,0.927058824,0.937647059,0.948235294,0.958823529,0.969411765,0.98
sr11_std,FSU,SSP1,electricity,2.5,2.705882353,2.911764706,3.117647059,3.323529412,3.529411765,3.735294118,3.941176471,4.147058824,4.352941176,4.558823529,4.764705882,4.970588235,5.176470588,5.382352941,5.588235294,5.794117647,6
sr11_std,FSU,SSP1,gas,0.75,0.758823529,0.767647059,0.776470588,0.785294118,0.794117647,0.802941176,0.811764706,0.820588235,0.829411765,0.838235294,0.847058824,0.855882353,0.864705882,0.873529412,0.882352941,0.891176471,0.9
sr11_std,FSU,SSP1,oil,0.75,0.756470588,0.762941176,0.769411765,0.775882353,0.782352941,0.788823529,0.795294118,0.801764706,0.808235294,0.814705882,0.821176471,0.827647059,0.834117647,0.840588235,0.847058824,0.853529412,0.86
sr12_low,FSU,SSP1,biomass_solid,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
sr12_low,FSU,SSP1,coal,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
sr12_low,FSU,SSP1,district_heat,0.8,0.810588235,0.821176471,0.831764706,0.842352941,0.852941176,0.863529412,0.874117647,0.884705882,0.895294118,0.905882353,0.916470588,0.927058824,0.937647059,0.948235294,0.958823529,0.969411765,0.98
sr12_low,FSU,SSP1,electricity,2.7,2.894117647,3.088235294,3.282352941,3.476470588,3.670588235,3.864705882,4.058823529,4.252941176,4.447058824,4.641176471,4.835294118,5.029411765,5.223529412,5.417647059,5.611764706,5.805882353,6
sr12_low,FSU,SSP1,gas,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
sr12_low,FSU,SSP1,oil,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86
sr21_std,FSU,SSP1,biomass_solid,0.7,0.708823529,0.717647059,0.726470588,0.735294118,0.744117647,0.752941176,0.761764706,0.770588235,0.779411765,0.788235294,0.797058824,0.805882353,0.814705882,0.823529412,0.832352941,0.841176471,0.85
sr21_std,FSU,SSP1,coal,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
sr21_std,FSU,SSP1,district_heat,0.8,0.810588235,0.821176471,0.831764706,0.842352941,0.852941176,0.863529412,0.874117647,0.884705882,0.895294118,0.905882353,0.916470588,0.927058824,0.937647059,0.948235294,0.958823529,0.969411765,0.98
sr21_std,FSU,SSP1,electricity,2.5,2.705882353,2.911764706,3.117647059,3.323529412,3.529411765,3.735294118,3.941176471,4.147058824,4.352941176,4.558823529,4.764705882,4.970588235,5.176470588,5.382352941,5.588235294,5.794117647,6
sr21_std,FSU,SSP1,gas,0.75,0.758823529,0.767647059,0.776470588,0.785294118,0.794117647,0.802941176,0.811764706,0.820588235,0.829411765,0.838235294,0.847058824,0.855882353,0.864705882,0.873529412,0.882352941,0.891176471,0.9
sr21_std,FSU,SSP1,oil,0.75,0.756470588,0.762941176,0.769411765,0.775882353,0.782352941,0.788823529,0.795294118,0.801764706,0.808235294,0.814705882,0.821176471,0.827647059,0.834117647,0.840588235,0.847058824,0.853529412,0.86
sr22_low,FSU,SSP1,biomass_solid,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
sr22_low,FSU,SSP1,coal,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
sr22_low,FSU,SSP1,district_heat,0.8,0.810588235,0.821176471,0.831764706,0.842352941,0.852941176,0.863529412,0.874117647,0.884705882,0.895294118,0.905882353,0.916470588,0.927058824,0.937647059,0.948235294,0.958823529,0.969411765,0.98
sr22_low,FSU,SSP1,electricity,2.7,2.894117647,3.088235294,3.282352941,3.476470588,3.670588235,3.864705882,4.058823529,4.252941176,4.447058824,4.641176471,4.835294118,5.029411765,5.223529412,5.417647059,5.611764706,5.805882353,6
sr22_low,FSU,SSP1,gas,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
sr22_low,FSU,SSP1,oil,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86
sr31_std,FSU,SSP1,biomass_solid,0.7,0.708823529,0.717647059,0.726470588,0.735294118,0.744117647,0.752941176,0.761764706,0.770588235,0.779411765,0.788235294,0.797058824,0.805882353,0.814705882,0.823529412,0.832352941,0.841176471,0.85
sr31_std,FSU,SSP1,coal,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
sr31_std,FSU,SSP1,district_heat,0.8,0.810588235,0.821176471,0.831764706,0.842352941,0.852941176,0.863529412,0.874117647,0.884705882,0.895294118,0.905882353,0.916470588,0.927058824,0.937647059,0.948235294,0.958823529,0.969411765,0.98
sr31_std,FSU,SSP1,electricity,2.5,2.705882353,2.911764706,3.117647059,3.323529412,3.529411765,3.735294118,3.941176471,4.147058824,4.352941176,4.558823529,4.764705882,4.970588235,5.176470588,5.382352941,5.588235294,5.794117647,6
sr31_std,FSU,SSP1,gas,0.75,0.758823529,0.767647059,0.776470588,0.785294118,0.794117647,0.802941176,0.811764706,0.820588235,0.829411765,0.838235294,0.847058824,0.855882353,0.864705882,0.873529412,0.882352941,0.891176471,0.9
sr31_std,FSU,SSP1,oil,0.75,0.756470588,0.762941176,0.769411765,0.775882353,0.782352941,0.788823529,0.795294118,0.801764706,0.808235294,0.814705882,0.821176471,0.827647059,0.834117647,0.840588235,0.847058824,0.853529412,0.86
sr32_low,FSU,SSP1,biomass_solid,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
sr32_low,FSU,SSP1,coal,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
