region,yrs_prod,type,material_type,material_intensity
C-EEU-BGR,2045,WASH_MACH_COM,acrylonitrile_butadiene_styrene,1075.84
C-EEU-BGR,2045,WASH_MACH_COM,other_plastics,6297.6
C-EEU-BGR,2045,WASH_MACH_COM,polypropylene,4408.32
C-EEU-BGR,2045,WASH_MACH_COM,bio-based_polypropylene,0
C-EEU-BGR,2045,WASH_MACH_COM,steel,160064
C-EEU-BGR,2050,WASH_MACH_COM,aluminium,23616
C-EEU-BGR,2050,WASH_MACH_COM,copper,9971.2
C-EEU-BGR,2050,WASH_MACH_COM,glass,3411.2
C-EEU-BGR,2050,WASH_MACH_COM,other_materials,53555.84
C-EEU-BGR,2050,WASH_MACH_COM,acrylonitrile_butadiene_styrene,1075.84
C-EEU-BGR,2050,WASH_MACH_COM,other_plastics,6297.6
C-EEU-BGR,2050,WASH_MACH_COM,polypropylene,4408.32
C-EEU-BGR,2050,WASH_MACH_COM,bio-based_polypropylene,0
C-EEU-BGR,2050,WASH_MACH_COM,steel,160064
C-EEU-CZE,2005,WASH_MACH,aluminium,1814.24
C-EEU-CZE,2005,WASH_MACH,copper,1013.84
C-EEU-CZE,2005,WASH_MACH,glass,1067.2
C-EEU-CZE,2005,WASH_MACH,other_materials,13179.92
C-EEU-CZE,2005,WASH_MACH,acrylonitrile_butadiene_styrene,853.76
C-EEU-CZE,2005,WASH_MACH,other_plastics,5069.2
C-EEU-CZE,2005,WASH_MACH,polypropylene,3521.76
C-EEU-CZE,2005,WASH_MACH,bio-based_polypropylene,0
C-EEU-CZE,2005,WASH_MACH,steel,26840.08
C-EEU-CZE,2010,WASH_MACH,aluminium,1814.24
C-EEU-CZE,2010,WASH_MACH,copper,1013.84
C-EEU-CZE,2010,WASH_MACH,glass,1067.2
C-EEU-CZE,2010,WASH_MACH,other_materials,13179.92
C-EEU-CZE,2010,WASH_MACH,acrylonitrile_butadiene_styrene,853.76
C-EEU-CZE,2010,WASH_MACH,other_plastics,5069.2
C-EEU-CZE,2010,WASH_MACH,polypropylene,3521.76
C-EEU-CZE,2010,WASH_MACH,bio-based_polypropylene,0
C-EEU-CZE,2010,WASH_MACH,steel,26840.08
C-EEU-CZE,2015,WASH_MACH,aluminium,1814.24
C-EEU-CZE,2015,WASH_MACH,copper,1013.84
C-EEU-CZE,2015,WASH_MACH,glass,1067.2
C-EEU-CZE,2015,WASH_MACH,other_materials,13179.92
C-EEU-CZE,2015,WASH_MACH,acrylonitrile_butadiene_styrene,853.76
C-EEU-CZE,2015,WASH_MACH,other_plastics,5069.2
C-EEU-CZE,2015,WASH_MACH,polypropylene,3521.76
C-EEU-CZE,2015,WASH_MACH,bio-based_polypropylene,0
C-EEU-CZE,2015,WASH_MACH,steel,26840.08
C-EEU-CZE,2020,WASH_MACH,aluminium,1814.24
C-EEU-CZE,2020,WASH_MACH,copper,1013.84
C-EEU-CZE,2020,WASH_MACH,glass,1067.2
C-EEU-CZE,2020,WASH_MACH,other_materials,13179.92
C-EEU-CZE,2020,WASH_MACH,acrylonitrile_butadiene_styrene,853.76
C-EEU-CZE,2020,WASH_MACH,other_plastics,5069.2
C-EEU-CZE,2020,WASH_MACH,polypropylene,3521.76
C-EEU-CZE,2020,WASH_MACH,bio-based_polypropylene,0
C-EEU-CZE,2020,WASH_MACH,steel,26840.08
C-EEU-CZE,2025,WASH_MACH,aluminium,1814.24
C-EEU-CZE,2025,WASH_MACH,copper,1013.84
C-EEU-CZE,2025,WASH_MACH,glass,1067.2
C-EEU-CZE,2025,WASH_MACH,other_materials,13179.92
C-EEU-CZE,2025,WASH_MACH,acrylonitrile_butadiene_styrene,853.76
C-EEU-CZE,2025,WASH_MACH,other_plastics,5069.2
C-EEU-CZE,2025,WASH_MACH,polypropylene,3521.76
C-EEU-CZE,2025,WASH_MACH,bio-based_polypropylene,0
C-EEU-CZE,2025,WASH_MACH,steel,26840.08
C-EEU-CZE,2030,WASH_MACH,aluminium,1814.24
C-EEU-CZE,2030,WASH_MACH,copper,1013.84
C-EEU-CZE,2030,WASH_MACH,glass,1067.2
C-EEU-CZE,2030,WASH_MACH,other_materials,13179.92
C-EEU-CZE,2030,WASH_MACH,acrylonitrile_butadiene_styrene,853.76
C-EEU-CZE,2030,WASH_MACH,other_plastics,5069.2
C-EEU-CZE,2030,WASH_MACH,polypropylene,3521.76
C-EEU-CZE,2030,WASH_MACH,bio-based_polypropylene,0
C-EEU-CZE,2030,WASH_MACH,steel,26840.08
C-EEU-CZE,2035,WASH_MACH,aluminium,1814.24
C-EEU-CZE,2035,WASH_MACH,copper,1013.84
C-EEU-CZE,2035,WASH_MACH,glass,1067.2
C-EEU-CZE,2035,WASH_MACH,other_materials,13179.92
C-EEU-CZE,2035,WASH_MACH,acrylonitrile_butadiene_styrene,853.76
C-EEU-CZE,2035,WASH_MACH,other_plastics,5069.2
C-EEU-CZE,2035,WASH_MACH,polypropylene,3521.76
C-EEU-CZE,2035,WASH_MACH,bio-based_polypropylene,0
C-EEU-CZE,2035,WASH_MACH,steel,26840.08
C-EEU-CZE,2040,WASH_MACH,aluminium,1814.24
C-EEU-CZE,2040,WASH_MACH,copper,1013.84
C-EEU-CZE,2040,WASH_MACH,glass,1067.2
C-EEU-CZE,2040,WASH_MACH,other_materials,13179.92
C-EEU-CZE,2040,WASH_MACH,acrylonitrile_butadiene_styrene,853.76
C-EEU-CZE,2040,WASH_MACH,other_plastics,5069.2
C-EEU-CZE,2040,WASH_MACH,polypropylene,3521.76
C-EEU-CZE,2040,WASH_MACH,bio-based_polypropylene,0
C-EEU-CZE,2040,WASH_MACH,steel,26840.08
C-EEU-CZE,2045,WASH_MACH,aluminium,1814.24
C-EEU-CZE,2045,WASH_MACH,copper,1013.84
C-EEU-CZE,2045,WASH_MACH,glass,1067.2
C-EEU-CZE,2045,WASH_MACH,other_materials,13179.92
C-EEU-CZE,2045,WASH_MACH,acrylonitrile_butadiene_styrene,853.76
C-EEU-CZE,2045,WASH_MACH,other_plastics,5069.2
C-EEU-CZE,2045,WASH_MACH,polypropylene,3521.76
C-EEU-CZE,2045,WASH_MACH,bio-based_polypropylene,0
C-EEU-CZE,2045,WASH_MACH,steel,26840.08
C-EEU-CZE,2050,WASH_MACH,aluminium,1814.24
C-EEU-CZE,2050,WASH_MACH,copper,1013.84
C-EEU-CZE,2050,WASH_MACH,glass,1067.2
C-EEU-CZE,2050,WASH_MACH,other_materials,13179.92
C-EEU-CZE,2050,WASH_MACH,acrylonitrile_butadiene_styrene,853.76
C-EEU-CZE,2050,WASH_MACH,other_plastics,5069.2
C-EEU-CZE,2050,WASH_MACH,polypropylene,3521.76
C-EEU-CZE,2050,WASH_MACH,bio-based_polypropylene,0
C-EEU-CZE,2050,WASH_MACH,steel,26840.08
C-EEU-CZE,2005,WASH_MACH_COM,aluminium,23616
C-EEU-CZE,2005,WASH_MACH_COM,copper,9971.2
C-EEU-CZE,2005,WASH_MACH_COM,glass,3411.2
C-EEU-CZE,2005,WASH_MACH_COM,other_materials,53555.84
C-EEU-CZE,2005,WASH_MACH_COM,acrylonitrile_butadiene_styrene,1075.84
C-EEU-CZE,2005,WASH_MACH_COM,other_plastics,6297.6
C-EEU-CZE,2005,WASH_MACH_COM,polypropylene,4408.32
C-EEU-CZE,2005,WASH_MACH_COM,bio-based_polypropylene,0
C-EEU-CZE,2005,WASH_MACH_COM,steel,160064
C-EEU-CZE,2010,WASH_MACH_COM,aluminium,23616
C-EEU-CZE,2010,WASH_MACH_COM,copper,9971.2
C-EEU-CZE,2010,WASH_MACH_COM,glass,3411.2
C-EEU-CZE,2010,WASH_MACH_COM,other_materials,53555.84
C-EEU-CZE,2010,WASH_MACH_COM,acrylonitrile_butadiene_styrene,1075.84
C-EEU-CZE,2010,WASH_MACH_COM,other_plastics,6297.6
C-EEU-CZE,2010,WASH_MACH_COM,polypropylene,4408.32
C-EEU-CZE,2010,WASH_MACH_COM,bio-based_polypropylene,0
C-EEU-CZE,2010,WASH_MACH_COM,steel,160064
C-EEU-CZE,2015,WASH_MACH_COM,aluminium,23616
C-EEU-CZE,2015,WASH_MACH_COM,copper,9971.2
C-EEU-CZE,2015,WASH_MACH_COM,glass,3411.2
C-EEU-CZE,2015,WASH_MACH_COM,other_materials,53555.84
C-EEU-CZE,2015,WASH_MACH_COM,acrylonitrile_butadiene_styrene,1075.84
C-EEU-CZE,2015,WASH_MACH_COM,other_plastics,6297.6
C-EEU-CZE,2015,WASH_MACH_COM,polypropylene,4408.32
C-EEU-CZE,2015,WASH_MACH_COM,bio-based_polypropylene,0
C-EEU-CZE,2015,WASH_MACH_COM,steel,160064
C-EEU-CZE,2020,WASH_MACH_COM,aluminium,23616
C-EEU-CZE,2020,WASH_MACH_COM,copper,9971.2
C-EEU-CZE,2020,WASH_MACH_COM,glass,3411.2
C-EEU-CZE,2020,WASH_MACH_COM,other_materials,53555.84
C-EEU-CZE,2020,WASH_MACH_COM,acrylonitrile_butadiene_styrene,1075.84
C-EEU-CZE,2020,WASH_MACH_COM,other_plastics,6297.6
C-EEU-CZE,2020,WASH_MACH_COM,polypropylene,4408.32
C-EEU-CZE,2020,WASH_MACH_COM,bio-based_polypropylene,0
C-EEU-CZE,2020,WASH_MACH_COM,steel,160064
C-EEU-CZE,2025,WASH_MACH_COM,aluminium,23616
C-EEU-CZE,2025,WASH_MACH_COM,copper,9971.2
C-EEU-CZE,2025,WASH_MACH_COM,glass,3411.2
C-EEU-CZE,2025,WASH_MACH_COM,other_materials,53555.84
C-EEU-CZE,2025,WASH_MACH_COM,acrylonitrile_butadiene_styrene,1075.84
C-EEU-CZE,2025,WASH_MACH_COM,other_plastics,6297.6
C-EEU-CZE,2025,WASH_MACH_COM,polypropylene,4408.32
C-EEU-CZE,2025,WASH_MACH_COM,bio-based_polypropylene,0
C-EEU-CZE,2025,WASH_MACH_COM,steel,160064
C-EEU-CZE,2030,WASH_MACH_COM,aluminium,23616
C-EEU-CZE,2030,WASH_MACH_COM,copper,9971.2
C-EEU-CZE,2030,WASH_MACH_COM,glass,3411.2
C-EEU-CZE,2030,WASH_MACH_COM,other_materials,53555.84
C-EEU-CZE,2030,WASH_MACH_COM,acrylonitrile_butadiene_styrene,1075.84
C-EEU-CZE,2030,WASH_MACH_COM,other_plastics,6297.6
C-EEU-CZE,2030,WASH_MACH_COM,polypropylene,4408.32
C-EEU-CZE,2030,WASH_MACH_COM,bio-based_polypropylene,0
C-EEU-CZE,2030,WASH_MACH_COM,steel,160064
C-EEU-CZE,2035,WASH_MACH_COM,aluminium,23616
C-EEU-CZE,2035,WASH_MACH_COM,copper,9971.2
C-EEU-CZE,2035,WASH_MACH_COM,glass,3411.2
C-EEU-CZE,2035,WASH_MACH_COM,other_materials,53555.84
C-EEU-CZE,2035,WASH_MACH_COM,acrylonitrile_butadiene_styrene,1075.84
C-EEU-CZE,2035,WASH_MACH_COM,other_plastics,6297.6
C-EEU-CZE,2035,WASH_MACH_COM,polypropylene,4408.32
C-EEU-CZE,2035,WASH_MACH_COM,bio-based_polypropylene,0
C-EEU-CZE,2035,WASH_MACH_COM,steel,160064
C-EEU-CZE,2040,WASH_MACH_COM,aluminium,23616
C-EEU-CZE,2040,WASH_MACH_COM,copper,9971.2
C-EEU-CZE,2040,WASH_MACH_COM,glass,3411.2
C-EEU-CZE,2040,WASH_MACH_COM,other_materials,53555.84
C-EEU-CZE,2040,WASH_MACH_COM,acrylonitrile_butadiene_styrene,1075.84
C-EEU-CZE,2040,WASH_MACH_COM,other_plastics,6297.6
C-EEU-CZE,2040,WASH_MACH_COM,polypropylene,4408.32
C-EEU-CZE,2040,WASH_MACH_COM,bio-based_polypropylene,0
C-EEU-CZE,2040,WASH_MACH_COM,steel,160064
C-EEU-CZE,2045,WASH_MACH_COM,aluminium,23616
C-EEU-CZE,2045,WASH_MACH_COM,copper,9971.2
C-EEU-CZE,2045,WASH_MACH_COM,glass,3411.2
C-EEU-CZE,2045,WASH_MACH_COM,other_materials,53555.84
C-EEU-CZE,2045,WASH_MACH_COM,acrylonitrile_butadiene_styrene,1075.84
C-EEU-CZE,2045,WASH_MACH_COM,other_plastics,6297.6
C-EEU-CZE,2045,WASH_MACH_COM,polypropylene,4408.32
C-EEU-CZE,2045,WASH_MACH_COM,bio-based_polypropylene,0
C-EEU-CZE,2045,WASH_MACH_COM,steel,160064
C-EEU-CZE,2050,WASH_MACH_COM,aluminium,23616
C-EEU-CZE,2050,WASH_MACH_COM,copper,9971.2
C-EEU-CZE,2050,WASH_MACH_COM,glass,3411.2
C-EEU-CZE,2050,WASH_MACH_COM,other_materials,53555.84
C-EEU-CZE,2050,WASH_MACH_COM,acrylonitrile_butadiene_styrene,1075.84
C-EEU-CZE,2050,WASH_MACH_COM,other_plastics,6297.6
C-EEU-CZE,2050,WASH_MACH_COM,polypropylene,4408.32
C-EEU-CZE,2050,WASH_MACH_COM,bio-based_polypropylene,0
C-EEU-CZE,2050,WASH_MACH_COM,steel,160064
C-EEU-EST,2005,WASH_MACH,aluminium,1814.24
C-EEU-EST,2005,WASH_MACH,copper,1013.84
C-EEU-EST,2005,WASH_MACH,glass,1067.2
C-EEU-EST,2005,WASH_MACH,other_materials,13179.92
C-EEU-EST,2005,WASH_MACH,acrylonitrile_butadiene_styrene,853.76
C-EEU-EST,2005,WASH_MACH,other_plastics,5069.2
C-EEU-EST,2005,WASH_MACH,polypropylene,3521.76
C-EEU-EST,2005,WASH_MACH,bio-based_polypropylene,0
C-EEU-EST,2005,WASH_MACH,steel,26840.08
C-EEU-EST,2010,WASH_MACH,aluminium,1814.24
C-EEU-EST,2010,WASH_MACH,copper,1013.84
C-EEU-EST,2010,WASH_MACH,glass,1067.2
C-EEU-EST,2010,WASH_MACH,other_materials,13179.92
C-EEU-EST,2010,WASH_MACH,acrylonitrile_butadiene_styrene,853.76
C-EEU-EST,2010,WASH_MACH,other_plastics,5069.2
C-EEU-EST,2010,WASH_MACH,polypropylene,3521.76
C-EEU-EST,2010,WASH_MACH,bio-based_polypropylene,0
C-EEU-EST,2010,WASH_MACH,steel,26840.08
C-EEU-EST,2015,WASH_MACH,aluminium,1814.24
C-EEU-EST,2015,WASH_MACH,copper,1013.84
C-EEU-EST,2015,WASH_MACH,glass,1067.2
C-EEU-EST,2015,WASH_MACH,other_materials,13179.92
C-EEU-EST,2015,WASH_MACH,acrylonitrile_butadiene_styrene,853.76
C-EEU-EST,2015,WASH_MACH,other_plastics,5069.2
C-EEU-EST,2015,WASH_MACH,polypropylene,3521.76
C-EEU-EST,2015,WASH_MACH,bio-based_polypropylene,0
C-EEU-EST,2015,WASH_MACH,steel,26840.08
C-EEU-EST,2020,WASH_MACH,aluminium,1814.24
C-EEU-EST,2020,WASH_MACH,copper,1013.84
C-EEU-EST,2020,WASH_MACH,glass,1067.2
C-EEU-EST,2020,WASH_MACH,other_materials,13179.92
C-EEU-EST,2020,WASH_MACH,acrylonitrile_butadiene_styrene,853.76
C-EEU-EST,2020,WASH_MACH,other_plastics,5069.2
C-EEU-EST,2020,WASH_MACH,polypropylene,3521.76
C-EEU-EST,2020,WASH_MACH,bio-based_polypropylene,0
C-EEU-EST,2020,WASH_MACH,steel,26840.08
C-EEU-EST,2025,WASH_MACH,aluminium,1814.24
C-EEU-EST,2025,WASH_MACH,copper,1013.84
C-EEU-EST,2025,WASH_MACH,glass,1067.2
C-EEU-EST,2025,WASH_MACH,other_materials,13179.92
C-EEU-EST,2025,WASH_MACH,acrylonitrile_butadiene_styrene,853.76
C-EEU-EST,2025,WASH_MACH,other_plastics,5069.2
C-EEU-EST,2025,WASH_MACH,polypropylene,3521.76
C-EEU-EST,2025,WASH_MACH,bio-based_polypropylene,0
C-EEU-EST,2025,WASH_MACH,steel,26840.08
C-EEU-EST,2030,WASH_MACH,aluminium,1814.24
C-EEU-EST,2030,WASH_MACH,copper,1013.84
C-EEU-EST,2030,WASH_MACH,glass,1067.2
C-EEU-EST,2030,WASH_MACH,other_materials,13179.92
C-EEU-EST,2030,WASH_MACH,acrylonitrile_butadiene_styrene,853.76
C-EEU-EST,2030,WASH_MACH,other_plastics,5069.2
C-EEU-EST,2030,WASH_MACH,polypropylene,3521.76
C-EEU-EST,2030,WASH_MACH,bio-based_polypropylene,0
C-EEU-EST,2030,WASH_MACH,steel,26840.08
C-EEU-EST,2035,WASH_MACH,aluminium,1814.24
C-EEU-EST,2035,WASH_MACH,copper,1013.84
C-EEU-EST,2035,WASH_MACH,glass,1067.2
C-EEU-EST,2035,WASH_MACH,other_materials,13179.92
C-EEU-EST,2035,WASH_MACH,acrylonitrile_butadiene_styrene,853.76
C-EEU-EST,2035,WASH_MACH,other_plastics,5069.2
C-EEU-EST,2035,WASH_MACH,polypropylene,3521.76
